basename,sap_score
binder01531_CD20_46-217,56.383
binder01532_CD20_46-217,40.878
binder01533_CD20_46-217,50.62
binder01534_CD20_46-217,52.893
binder01535_CD20_46-217,56.739
binder01536_CD20_46-217,51.139
binder01537_CD20_46-217,43.555
binder01538_CD20_46-217,39.854
binder01539_CD20_46-217,41.424
binder01540_CD20_46-217,52.014
binder01541_CD20_46-217,44.573
binder01542_CD20_46-217,92.003
binder01543_CD20_46-217,52.174
binder01544_CD20_46-217,46.707
binder01545_CD20_46-217,46.53
binder01546_CD20_46-217,63.609
binder01547_CD20_46-217,37.097
binder01548_CD20_46-217,53.41
binder01549_CD20_46-217,50.774
binder01550_CD20_46-217,42.23
binder01551_CD20_46-217,51.114
binder01552_CD20_46-217,46.414
binder01553_CD20_46-217,54.028
binder01554_CD20_46-217,44.415
binder01555_CD20_46-217,59.773
binder01556_CD20_46-217,38.617
binder01557_CD20_46-217,46.121
binder01558_CD20_46-217,45.402
binder01559_CD20_46-217,62.863
binder01560_CD20_46-217,51.815
binder01561_CD20_46-217,40.329
binder01562_CD20_46-217,50.563
binder01563_CD20_46-217,59.828
binder01564_CD20_46-217,57.676
binder01565_CD20_46-217,45.583
binder01566_CD20_46-217,57.104
binder01567_CD20_46-217,48.316
binder01568_CD20_46-217,61.96
binder01569_CD20_46-217,51.332
binder01570_CD20_46-217,42.364
binder01571_CD20_46-217,45.659
binder01572_CD20_46-217,49.175
binder01573_CD20_46-217,47.196
binder01574_CD20_46-217,47.758
binder01575_CD20_46-217,55.79
binder01576_CD20_46-217,51.124
binder01577_CD20_46-217,65.896
binder01578_CD20_46-217,46.621
binder01579_CD20_46-217,48.028
binder01580_CD20_46-217,55.574
binder01581_CD20_46-217,44.731
binder01582_CD20_46-217,55.705
binder01583_CD20_46-217,40.541
binder01584_CD20_46-217,56.872
binder01585_CD20_46-217,46.328
binder01586_CD20_46-217,55.107
binder01587_CD20_46-217,47.264
binder01588_CD20_46-217,50.102
binder01589_CD20_46-217,35.92
binder01590_CD20_46-217,50.238
binder01591_CD20_46-217,50.742
binder01592_CD20_46-217,41.084
binder01593_CD20_46-217,48.822
binder01594_CD20_46-217,39.095
binder01595_CD20_46-217,68.041
binder01596_CD20_46-217,53.832
binder01597_CD20_46-217,45.016
binder01598_CD20_46-217,48.938
binder01599_CD20_46-217,106.762
binder01600_CD20_46-217,38.328
binder01601_CD20_46-217,46.366
binder01602_CD20_46-217,51.343
binder01603_CD20_46-217,41.977
binder01604_CD20_46-217,56.731
binder01605_CD20_46-217,58.15
binder01606_CD20_46-217,46.197
binder01607_CD20_46-217,50.527
binder01608_CD20_46-217,59.91
binder01609_CD20_46-217,43.1
binder01610_CD20_46-217,53.705
binder01611_CD20_46-217,47.167
binder01612_CD20_46-217,59.942
binder01613_CD20_46-217,53.901
binder01614_CD20_46-217,51.742
binder01615_CD20_46-217,50.951
binder01616_CD20_46-217,80.157
binder01617_CD20_46-217,37.448
binder01618_CD20_46-217,41.354
binder01619_CD20_46-217,38.798
binder01620_CD20_46-217,51.159
binder01621_CD20_46-217,59.385
binder01622_CD20_46-217,65.155
binder01623_CD20_46-217,59.751
binder01624_CD20_46-217,46.781
binder01625_CD20_46-217,46.394
binder01626_CD20_46-217,50.121
binder01627_CD20_46-217,63.996
binder01628_CD20_46-217,63.447
binder01629_CD20_46-217,53.006
binder01630_CD20_46-217,54.69
binder01631_CD20_46-217,46.099
binder01632_CD20_46-217,50.095
binder01633_CD20_46-217,52.148
binder01634_CD20_46-217,42.763
binder01635_CD20_46-217,58.851
binder01636_CD20_46-217,56.102
binder01637_CD20_46-217,62.8
binder01638_CD20_46-217,54.983
binder01639_CD20_46-217,47.78
binder01640_CD20_46-217,51.808
binder01641_CD20_46-217,101.918
binder01642_CD20_46-217,59.313
binder01643_CD20_46-217,38.66
binder01644_CD20_46-217,52.201
binder01645_CD20_46-217,47.295
binder01646_CD20_46-217,55.425
binder01647_CD20_46-217,56.903
binder01648_CD20_46-217,60.81
binder01649_CD20_46-217,54.148
binder01650_CD20_46-217,54.191
binder01651_CD20_46-217,51.776
binder01652_CD20_46-217,61.101
binder01653_CD20_46-217,60.197
binder01654_CD20_46-217,56.865
binder01655_CD20_46-217,49.13
binder01656_CD20_46-217,53.939
binder01657_CD20_46-217,37.055
binder01658_CD20_46-217,41.788
binder01659_CD20_46-217,93.62
binder01660_CD20_46-217,52.163
binder01661_CD20_46-217,42.248
binder01662_CD20_46-217,51.735
binder01663_CD20_46-217,55.621
binder01664_CD20_46-217,50.596
binder01665_CD20_46-217,48.039
binder01666_CD20_46-217,55.281
binder01667_CD20_46-217,56.849
binder01668_CD20_46-217,59.757
binder01669_CD20_46-217,60.927
binder01670_CD20_46-217,55.271
binder01671_CD20_46-217,46.498
binder01672_CD20_46-217,53.179
binder01673_CD20_46-217,44.119
binder01674_CD20_46-217,54.465
binder01675_CD20_46-217,60.144
binder01676_CD20_46-217,49.272
binder01677_CD20_46-217,62.937
binder01678_CD20_46-217,63.24
binder01679_CD20_46-217,62.177
binder01680_CD20_46-217,36.348
binder01681_CD20_46-217,48.557
binder01682_CD20_46-217,45.036
binder01683_CD20_46-217,56.906
binder01684_CD20_46-217,58.804
binder01685_CD20_46-217,53.07
binder01686_CD20_46-217,60.156
binder01687_CD20_46-217,51.221
binder01688_CD20_46-217,61.863
binder01689_CD20_46-217,67.44
binder01690_CD20_46-217,59.307
binder01691_CD20_46-217,84.802
binder01692_CD20_46-217,51.14
binder01693_CD20_46-217,44.615
binder01694_CD20_46-217,48.912
binder01695_CD20_46-217,76.741
binder01696_CD20_46-217,51.767
binder01697_CD20_46-217,55.433
binder01698_CD20_46-217,45.56
binder01699_CD20_46-217,53.595
binder01700_CD20_46-217,49.804
binder01701_CD20_46-217,44.627
binder01702_CD20_46-217,55.482
binder01703_CD20_46-217,54.327
binder01704_CD20_46-217,56.395
binder01705_CD20_46-217,53.784
binder01706_CD20_46-217,55.225
binder01707_CD20_46-217,50.651
binder01708_CD20_46-217,36.809
binder01709_CD20_46-217,49.358
binder01710_CD20_46-217,63.065
binder01711_CD20_46-217,46.143
binder01712_CD20_46-217,53.988
binder01713_CD20_46-217,50.805
binder01714_CD20_46-217,66.201
binder01715_CD20_46-217,44.858
binder01716_CD20_46-217,53.757
binder01717_CD20_46-217,39.608
binder01718_CD20_46-217,55.914
binder01719_CD20_46-217,50.126
binder01720_CD20_46-217,54.331
binder01721_CD20_46-217,45.498
binder01722_CD20_46-217,50.872
binder01723_CD20_46-217,64.431
binder01724_CD20_46-217,42.901
binder01725_CD20_46-217,52.709
binder01726_CD20_46-217,59.498
binder01727_CD20_46-217,58.931
binder01728_CD20_46-217,65.079
binder01729_CD20_46-217,67.454
binder01730_CD20_46-217,53.026
binder01731_CD20_46-217,53.791
binder01732_CD20_46-217,68.57
binder01733_CD20_46-217,70.24
binder01734_CD20_46-217,41.121
binder01735_CD20_46-217,50.886
binder01736_CD20_46-217,56.251
binder01737_CD20_46-217,48.329
binder01738_CD20_46-217,44.535
binder01739_CD20_46-217,51.809
binder01740_CD20_46-217,43.13
binder01741_CD20_46-217,54.896
binder01742_CD20_46-217,94.56
binder01743_CD20_46-217,49.656
binder01744_CD20_46-217,55.732
binder01745_CD20_46-217,60.624
binder01746_CD20_46-217,55.927
binder01747_CD20_46-217,58.195
binder01748_CD20_46-217,48.397
binder01749_CD20_46-217,66.113
binder01750_CD20_46-217,48.823
binder01751_CD20_46-217,57.621
binder01752_CD20_46-217,29.696
binder01753_CD20_46-217,34.896
binder01754_CD20_46-217,58.675
binder01755_CD20_46-217,49.527
binder01756_CD20_46-217,53.842
binder01757_CD20_46-217,59.734
binder01758_CD20_46-217,65.911
binder01759_CD20_46-217,44.412
binder01760_CD20_46-217,62.415
binder01761_CD20_46-217,75.584
binder01762_CD20_46-217,46.179
binder01763_CD20_46-217,58.338
binder01764_CD20_46-217,36.886
binder01765_CD20_46-217,59.453
binder01766_CD20_46-217,27.572
binder01767_CD20_46-217,79.064
binder01768_CD20_46-217,61.975
binder01769_CD20_46-217,43.622
binder01770_CD20_46-217,63.927
binder01771_CD20_46-217,42.016
binder01772_CD20_46-217,57.818
binder01773_CD20_46-217,41.893
binder01774_CD20_46-217,45.527
binder01775_CD20_46-217,53.843
binder01776_CD20_46-217,84.172
binder01777_CD20_46-217,46.363
binder01778_CD20_46-217,34.151
binder01779_CD20_46-217,52.275
binder01780_CD20_46-217,45.532
binder01781_CD20_46-217,40.483
binder01782_CD20_46-217,48.591
binder01783_CD20_46-217,40.608
binder01784_CD20_46-217,24.873
binder01785_CD20_46-217,42.025
binder01786_CD20_46-217,47.898
binder01787_CD20_46-217,69.561
binder01788_CD20_46-217,44.318
binder01789_CD20_46-217,38.192
binder01790_CD20_46-217,55.793
binder01791_CD20_46-217,65.067
binder01792_CD20_46-217,38.667
binder01793_CD20_46-217,43.175
binder01794_CD20_46-217,30.088
binder01795_CD20_46-217,55.39
binder01796_CD20_46-217,55.086
binder01797_CD20_46-217,49.656
binder01798_CD20_46-217,41.419
binder01799_CD20_46-217,67.334
binder01800_CD20_46-217,49.561
binder01801_CD20_46-217,34.648
binder01802_CD20_46-217,22.567
binder01803_CD20_46-217,55.998
binder01804_CD20_46-217,55.231
binder01805_CD20_46-217,43.424
binder01806_CD20_46-217,81.077
binder01807_CD20_46-217,45.059
binder01808_CD20_46-217,72.521
binder01809_CD20_46-217,48.688
binder01810_CD20_46-217,35.648
binder01811_CD20_46-217,23.852
binder01812_CD20_46-217,35.152
binder01813_CD20_46-217,74.042
binder01814_CD20_46-217,53.749
binder01815_CD20_46-217,25.764
binder01816_CD20_46-217,47.333
binder01817_CD20_46-217,40.342
binder01818_CD20_46-217,57.158
binder01819_CD20_46-217,23.915
binder01820_CD20_46-217,35.583
binder01821_CD20_46-217,49.352
binder01822_CD20_46-217,45.119
binder01823_CD20_46-217,26.49
binder01824_CD20_46-217,41.459
binder01825_CD20_46-217,32.042
binder01826_CD20_46-217,65.529
binder01827_CD20_46-217,36.468
binder01828_CD20_46-217,56.881
binder01829_CD20_46-217,26.476
binder01830_CD20_46-217,45.043
binder01831_CD20_46-217,45.226
binder01832_CD20_46-217,37.729
binder01833_CD20_46-217,39.726
binder01834_CD20_46-217,26.785
binder01835_CD20_46-217,40.406
binder01836_CD20_46-217,53.009
binder01837_CD20_46-217,28.533
binder01838_CD20_46-217,51.922
binder01839_CD20_46-217,45.199
binder01840_CD20_46-217,53.765
binder01841_CD20_46-217,42.92
binder01842_CD20_46-217,43.455
binder01843_CD20_46-217,54.585
binder01844_CD20_46-217,61.315
binder01845_CD20_46-217,40.115
binder01846_CD20_46-217,48.83
binder01847_CD20_46-217,39.954
binder01848_CD20_46-217,41.589
binder01849_CD20_46-217,43.753
binder01850_CD20_46-217,45.481
binder01851_CD20_46-217,60.445
binder01852_CD20_46-217,34.019
binder01853_CD20_46-217,39.039
binder01854_CD20_46-217,26.884
binder01855_CD20_46-217,37.688
binder01856_CD20_46-217,24.671
binder01857_CD20_46-217,71.45
binder01858_CD20_46-217,57.918
binder01859_CD20_46-217,45.921
binder01860_CD20_46-217,27.035
binder01861_CD20_46-217,25.134
binder01862_CD20_46-217,45.413
binder01863_CD20_46-217,50.428
binder01864_CD20_46-217,48.664
binder01865_CD20_46-217,31.729
binder01866_CD20_46-217,28.241
binder01867_CD20_46-217,33.73
binder01868_CD20_46-217,24.562
binder01869_CD20_46-217,27.855
binder01870_CD20_46-217,10.307
binder01871_CD20_46-217,30.25
binder01872_CD20_46-217,28.95
binder01873_CD20_46-217,19.229
binder01874_CD20_46-217,52.811
binder01875_CD20_46-217,20.564
binder01876_CD20_46-217,17.65
binder01877_CD20_46-217,20.808
binder01878_CD20_46-217,24.599
binder01879_CD20_46-217,12.871
binder01880_CD20_46-217,21.926
binder01881_CD20_46-217,41.661
binder01882_CD20_46-217,10.664
binder01883_CD20_46-217,20.702
binder01884_CD20_46-217,62.834
binder01885_CD20_46-217,24.744
binder01886_CD20_46-217,24.095
binder01887_CD20_46-217,27.868
binder01888_CD20_46-217,30.262
binder01889_CD20_46-217,26.018
binder01890_CD20_46-217,20.231
binder01891_CD20_46-217,31.697
binder01892_CD20_46-217,25.693
binder01893_CD20_46-217,21.923
binder01894_CD20_46-217,25.843
binder01895_CD20_46-217,30.499
binder01896_CD20_46-217,29.564
binder01897_CD20_46-217,17.692
binder01898_CD20_46-217,12.845
binder01899_CD20_46-217,26.276
binder01900_CD20_46-217,39.275
binder01901_CD20_46-217,48.427
binder01902_CD20_46-217,44.124
binder01903_CD20_46-217,56.412
binder01904_CD20_46-217,29.948
binder01905_CD20_46-217,45.338
binder01906_CD20_46-217,22.455
binder01907_CD20_46-217,18.26
binder01908_CD20_46-217,26.535
binder01909_CD20_46-217,16.658
binder01910_CD20_46-217,27.41
binder01911_CD20_46-217,75.102
binder01912_CD20_46-217,76.658
binder01913_CD20_46-217,20.078
binder01914_CD20_46-217,18.646
binder01915_CD20_46-217,62.995
binder01916_CD20_46-217,15.907
binder01917_CD20_46-217,24.013
binder01918_CD20_46-217,30.076
binder01919_CD20_46-217,22.852
binder01920_CD20_46-217,36.643
binder01921_CD20_46-217,22.608
binder01922_CD20_46-217,28.582
binder01923_CD20_46-217,19.479
binder01924_CD20_46-217,26.891
binder01925_CD20_46-217,9.009
binder01926_CD20_46-217,27.472
binder01927_CD20_46-217,25.953
binder01928_CD20_46-217,27.643
binder01929_CD20_46-217,34.141
binder01930_CD20_46-217,37.298
binder01931_CD20_46-217,12.114
binder01932_CD20_46-217,26.528
binder01933_CD20_46-217,72.184
binder01934_CD20_46-217,23.454
binder01935_CD20_46-217,19.886
binder01936_CD20_46-217,19.524
binder01937_CD20_46-217,57.018
binder01938_CD20_46-217,29.75
binder01939_CD20_46-217,24.622
binder01940_CD20_46-217,26.414
binder01941_CD20_46-217,34.682
binder01942_CD20_46-217,64.018
binder01943_CD20_46-217,26.902
binder01944_CD20_46-217,30.484
binder01945_CD20_46-217,28.303
binder01946_CD20_46-217,29.18
binder01947_CD20_46-217,13.685
binder01948_CD20_46-217,19.661
binder01949_CD20_46-217,29.107
binder01950_CD20_46-217,31.055
binder01951_CD20_46-217,57.084
binder01952_CD20_46-217,17.209
binder01953_CD20_46-217,10.233
binder01954_CD20_46-217,45.357
binder01955_CD20_46-217,16.327
binder01956_CD20_46-217,32.306
binder01957_CD20_46-217,31.854
binder01958_CD20_46-217,23.501
binder01959_CD20_46-217,26.54
binder01960_CD20_46-217,34.247
binder01961_CD20_46-217,18.266
binder01962_CD20_46-217,27.474
binder01963_CD20_46-217,26.717
binder01964_CD20_46-217,37.51
binder01965_CD20_46-217,20.866
binder01966_CD20_46-217,20.462
binder01967_CD20_46-217,21.889
binder01968_CD20_46-217,35.8
binder01969_CD20_46-217,32.762
binder01970_CD20_46-217,30.164
binder01971_CD20_46-217,10.73
binder01972_CD20_46-217,23.809
binder01973_CD20_46-217,28.799
binder01974_CD20_46-217,43.998
binder01975_CD20_46-217,13.705
binder01976_CD20_46-217,22.527
binder01977_CD20_46-217,23.684
binder01978_CD20_46-217,20.807
binder01979_CD20_46-217,31.582
binder01980_CD20_46-217,15.802
binder01981_CD20_46-217,47.364
binder01982_CD20_46-217,16.328
binder01983_CD20_46-217,27.521
binder01984_CD20_46-217,34.406
binder01985_CD20_46-217,25.843
binder01986_CD20_46-217,26.589
binder01987_CD20_46-217,23.191
binder01988_CD20_46-217,21.982
binder01989_CD20_46-217,41.647
binder01990_CD20_46-217,17.04
binder01991_CD20_46-217,17.292
binder01992_CD20_46-217,16.271
binder01993_CD20_46-217,27.74
binder01994_CD20_46-217,18.763
binder01995_CD20_46-217,18.125
binder01996_CD20_46-217,35.5
binder01997_CD20_46-217,108.078
binder01998_CD20_46-217,14.845
binder01999_CD20_46-217,53.333
binder02000_CD20_46-217,26.186
binder02001_CD20_46-217,30.434
binder02002_CD20_46-217,21.246
binder02003_CD20_46-217,31.863
binder02004_CD20_46-217,56.362
binder02005_CD20_46-217,32.592
binder02006_CD20_46-217,29.401
binder02007_CD20_46-217,35.597
binder02008_CD20_46-217,16.622
binder02009_CD20_46-217,5.886
binder02010_CD20_46-217,22.041
binder02011_CD20_46-217,79.452
binder02012_CD20_46-217,25.262
binder02013_CD20_46-217,12.721
binder02014_CD20_46-217,20.974
binder02015_CD20_46-217,19.325
binder02016_CD20_46-217,30.695
binder02017_CD20_46-217,23.349
binder02018_CD20_46-217,26.415
binder02019_CD20_46-217,27.482
binder02020_CD20_46-217,35.725
binder02021_CD20_46-217,24.663
binder02022_CD20_46-217,23.937
binder02023_CD20_46-217,46.219
binder02024_CD20_46-217,27.917
binder02025_CD20_46-217,15.493
binder02026_CD20_46-217,77.111
binder02027_CD20_46-217,16.766
binder02028_CD20_46-217,38.865
binder02029_CD20_46-217,18.508
binder02030_CD20_46-217,29.945
binder02031_CD20_46-217,22.22
binder02032_CD20_46-217,13.065
binder02033_CD20_46-217,18.624
binder02034_CD20_46-217,7.944
binder02035_CD20_46-217,25.47
binder02036_CD20_46-217,35.918
binder02037_CD20_46-217,19.366
binder02038_CD20_46-217,25.414
binder02039_CD20_46-217,44.145
binder02040_CD20_46-217,38.623
binder02041_CD20_46-217,21.676
binder02042_CD20_46-217,36.151
binder02043_CD20_46-217,28.806
binder02044_CD20_46-217,48.618
binder02045_CD20_46-217,16.943
binder02046_CD20_46-217,31.827
binder02047_CD20_46-217,26.362
binder02048_CD20_46-217,42.6
binder02049_CD20_46-217,32.416
binder02050_CD20_46-217,19.198
binder02051_CD20_46-217,24.201
binder02052_CD20_46-217,9.469
binder02053_CD20_46-217,27.015
binder02054_CD20_46-217,27.931
binder02055_CD20_46-217,39.731
binder02056_CD20_46-217,14.974
binder02057_CD20_46-217,39.46
binder02058_CD20_46-217,20.182
binder02059_CD20_46-217,14.014
binder02060_CD20_46-217,23.422
binder02061_CD20_46-217,42.026
binder02062_CD20_46-217,40.698
binder02063_CD20_46-217,23.504
binder02064_CD20_46-217,18.83
binder02065_CD20_46-217,10.82
binder02066_CD20_46-217,13.634
binder02067_CD20_46-217,35.52
binder02068_CD20_46-217,15.468
binder02069_CD20_46-217,23.49
binder02070_CD20_46-217,37.786
binder02071_CD20_46-217,15.921
binder02072_CD20_46-217,37.918
binder02073_CD20_46-217,20.111
binder02074_CD20_46-217,35.191
binder02075_CD20_46-217,20.755
binder02076_CD20_46-217,36.003
binder02077_CD20_46-217,34.578
binder02078_CD20_46-217,21.898
binder02079_CD20_46-217,24.711
binder02080_CD20_46-217,30.937
binder02081_CD20_46-217,26.258
binder02082_CD20_46-217,24.26
binder02083_CD20_46-217,28.851
binder02084_CD20_46-217,42.725
binder02085_CD20_46-217,18.548
binder02086_CD20_46-217,29.818
binder02087_CD20_46-217,33.247
binder02088_CD20_46-217,18.839
binder02089_CD20_46-217,15.609
binder02090_CD20_46-217,24.372
binder02091_CD20_46-217,37.122
binder02092_CD20_46-217,77.415
binder02093_CD20_46-217,25.66
binder02094_CD20_46-217,22.825
binder02095_CD20_46-217,26.891
binder02096_CD20_46-217,27.869
binder02097_CD20_46-217,20.862
binder02098_CD20_46-217,26.973
binder02099_CD20_46-217,24.264
binder02100_CD20_46-217,82.762
binder02101_CD20_46-217,51.525
binder02102_CD20_46-217,18.717
binder02103_CD20_46-217,12.908
binder02104_CD20_46-217,19.659
binder02105_CD20_46-217,21.464
binder02106_CD20_46-217,24.642
binder02107_CD20_46-217,28.432
binder02108_CD20_46-217,19.911
binder02109_CD20_46-217,40.517
binder02110_CD20_46-217,32.068
binder02111_CD20_46-217,28.461
binder02112_CD20_46-217,77.723
binder02113_CD20_46-217,17.692
binder02114_CD20_46-217,26.525
binder02115_CD20_46-217,78.842
binder02116_CD20_46-217,27.331
binder02117_CD20_46-217,22.281
binder02118_CD20_46-217,24.895
binder02119_CD20_46-217,26.084
binder02120_CD20_46-217,26.766
binder02121_CD20_46-217,38.246
binder02122_CD20_46-217,18.912
binder02123_CD20_46-217,18.79
binder02124_CD20_46-217,8.164
binder02125_CD20_46-217,24.245
binder02126_CD20_46-217,54.547
binder02127_CD20_46-217,39.552
binder02128_CD20_46-217,23.164
binder02129_CD20_46-217,44.607
binder02130_CD20_46-217,36.986
binder02131_CD20_46-217,22.007
binder02132_CD20_46-217,31.348
binder02133_CD20_46-217,28.554
binder02134_CD20_46-217,29.75
binder02135_CD20_46-217,31.534
binder02136_CD20_46-217,14.615
binder02137_CD20_46-217,19.026
binder02138_CD20_46-217,23.496
binder02139_CD20_46-217,38.431
binder02140_CD20_46-217,18.801
binder02141_CD20_46-217,27.395
binder02142_CD20_46-217,19.095
binder02143_CD20_46-217,37.412
binder02144_CD20_46-217,21.77
binder02145_CD20_46-217,41.037
binder02146_CD20_46-217,20.86
binder02147_CD20_46-217,14.919
binder02148_CD20_46-217,29.948
binder02149_CD20_46-217,11.578
binder02150_CD20_46-217,16.221
binder02151_CD20_46-217,22.273
binder02152_CD20_46-217,39.915
binder02153_CD20_46-217,25.243
binder02154_CD20_46-217,19.294
binder02155_CD20_46-217,26.861
binder02156_CD20_46-217,24.364
binder02157_CD20_46-217,22.818
binder02158_CD20_46-217,21.602
binder02159_CD20_46-217,28.267
binder02160_CD20_46-217,32.252
binder02161_CD20_46-217,23.123
binder02162_CD20_46-217,28.007
binder02163_CD20_46-217,25.066
binder02164_CD20_46-217,43.81
binder02165_CD20_46-217,30.634
binder02166_CD20_46-217,15.601
binder02167_CD20_46-217,34.574
binder02168_CD20_46-217,38.062
binder02169_CD20_46-217,50.192
binder02170_CD20_46-217,20.316
binder02171_CD20_46-217,28.555
binder02172_CD20_46-217,25.987
binder02173_CD20_46-217,36.181
binder02174_CD20_46-217,31.159
binder02175_CD20_46-217,27.49
binder02176_CD20_46-217,46.276
binder02177_CD20_46-217,20.931
binder02178_CD20_46-217,20.71
binder02179_CD20_46-217,27.272
binder02180_CD20_46-217,24.436
binder02181_CD20_46-217,25.5
binder02182_CD20_46-217,22.541
binder02183_CD20_46-217,13.523
binder02184_CD20_46-217,31.564
binder02185_CD20_46-217,34.317
binder02186_CD20_46-217,16.172
binder02187_CD20_46-217,21.667
binder02188_CD20_46-217,20.158
binder02189_CD20_46-217,59.352
binder02190_CD20_46-217,26.561
binder02191_CD20_46-217,20.269
binder02192_CD20_46-217,20.531
binder02193_CD20_46-217,31.659
binder02194_CD20_46-217,24.241
binder02195_CD20_46-217,27.906
binder02196_CD20_46-217,28.712
binder02197_CD20_46-217,25.31
binder02198_CD20_46-217,66.223
binder02199_CD20_46-217,34.997
binder02200_CD20_46-217,28.451
binder02201_CD20_46-217,22.905
binder02202_CD20_46-217,12.468
binder02203_CD20_46-217,51.615
binder02204_CD20_46-217,18.213
binder02205_CD20_46-217,15.934
binder02206_CD20_46-217,28.645
binder02207_CD20_46-217,27.594
binder02208_CD20_46-217,25.231
binder02209_CD20_46-217,24.451
binder02210_CD20_46-217,29.506
binder02211_CD20_46-217,26.918
binder02212_CD20_46-217,43.881
binder02213_CD20_46-217,27.578
binder02214_CD20_46-217,35.864
binder02215_CD20_46-217,22.389
binder02216_CD20_46-217,25.874
binder02217_CD20_46-217,17.055
binder02218_CD20_46-217,29.796
binder02219_CD20_46-217,24.747
binder02220_CD20_46-217,22.514
binder02221_CD20_46-217,20.449
binder02222_CD20_46-217,25.979
binder02223_CD20_46-217,43.462
binder02224_CD20_46-217,19.909
binder02225_CD20_46-217,92.672
binder02226_CD20_46-217,18.719
binder02227_CD20_46-217,26.375
binder02228_CD20_46-217,15.657
binder02229_CD20_46-217,57.236
binder02230_CD20_46-217,27.035
binder02231_CD20_46-217,47.654
binder02232_CD20_46-217,17.744
binder02233_CD20_46-217,29.447
binder02234_CD20_46-217,32.043
binder02235_CD20_46-217,46.581
binder02236_CD20_46-217,26.077
binder02237_CD20_46-217,40.639
binder02238_CD20_46-217,21.405
binder02239_CD20_46-217,32.78
binder02240_CD20_46-217,34.995
binder02241_CD20_46-217,31.447
binder02242_CD20_46-217,17.907
binder02243_CD20_46-217,18.986
binder02244_CD20_46-217,20.775
binder02245_CD20_46-217,39.059
binder02246_CD20_46-217,24.52
binder02247_CD20_46-217,18.847
binder02248_CD20_46-217,13.098
binder02249_CD20_46-217,40.701
binder02250_CD20_46-217,67.375
binder02251_CD20_46-217,28.714
binder02252_CD20_46-217,20.723
binder02253_CD20_46-217,19.194
binder02254_CD20_46-217,25.934
binder02255_CD20_46-217,26.546
binder02256_CD20_46-217,22.542
binder02257_CD20_46-217,27.245
binder02258_CD20_46-217,16.178
binder02259_CD20_46-217,15.818
binder02260_CD20_46-217,20.935
binder02261_CD20_46-217,33.87
binder02262_CD20_46-217,25.107
binder02263_CD20_46-217,18.388
binder02264_CD20_46-217,21.901
binder02265_CD20_46-217,19.976
binder02266_CD20_46-217,38.509
binder02267_CD20_46-217,23.788
binder02268_CD20_46-217,15.942
binder02269_CD20_46-217,34.103
binder02270_CD20_46-217,37.443
binder02271_CD20_46-217,11.511
binder02272_CD20_46-217,35.3
binder02273_CD20_46-217,24.243
binder02274_CD20_46-217,28.926
binder02275_CD20_46-217,20.204
binder02276_CD20_46-217,23.772
binder02277_CD20_46-217,20.334
binder02278_CD20_46-217,26.308
binder02279_CD20_46-217,44.678
binder02280_CD20_46-217,62.975
binder02281_CD20_46-217,29.19
binder02282_CD20_46-217,33.041
binder02283_CD20_46-217,40.515
binder02284_CD20_46-217,16.95
binder02285_CD20_46-217,26.411
binder02286_CD20_46-217,33.258
binder02287_CD20_46-217,22.141
binder02288_CD20_46-217,40.609
binder02289_CD20_46-217,21.436
binder02290_CD20_46-217,34.699
binder02291_CD20_46-217,36.33
binder02292_CD20_46-217,60.878
binder02293_CD20_46-217,36.833
binder02294_CD20_46-217,29.329
binder02295_CD20_46-217,23.123
binder02296_CD20_46-217,6.175
binder02297_CD20_46-217,45.776
binder02298_CD20_46-217,23.447
binder02299_CD20_46-217,19.597
binder02300_CD20_46-217,34.771
binder02301_CD20_46-217,26.626
binder02302_CD20_46-217,12.548
binder02303_CD20_46-217,40.94
binder02304_CD20_46-217,36.148
binder02305_CD20_46-217,10.083
binder02306_CD20_46-217,16.813
binder02307_CD20_46-217,32.943
binder02308_CD20_46-217,14.082
binder02309_CD20_46-217,21.005
binder02310_CD20_46-217,36.833
binder02311_CD20_46-217,25.08
binder02312_CD20_46-217,17.205
binder02313_CD20_46-217,42.205
binder02314_CD20_46-217,26.398
binder02315_CD20_46-217,75.213
binder02316_CD20_46-217,16.775
binder02317_CD20_46-217,22.794
binder02318_CD20_46-217,36.487
binder02319_CD20_46-217,21.034
binder02320_CD20_46-217,13.623
binder02321_CD20_46-217,22.172
binder02322_CD20_46-217,30.97
binder02323_CD20_46-217,45.163
binder02324_CD20_46-217,13.576
binder02325_CD20_46-217,24.189
binder02326_CD20_46-217,35.312
binder02327_CD20_46-217,48.25
binder02328_CD20_46-217,19.187
binder02329_CD20_46-217,33.079
binder02330_CD20_46-217,25.376
binder02331_CD20_46-217,98.95
binder02332_CD20_46-217,118.818
binder02333_CD20_46-217,94.576
binder02334_CD20_46-217,87.363
binder02335_CD20_46-217,96.631
binder02336_CD20_46-217,85.801
binder02337_CD20_46-217,102.257
binder02338_CD20_46-217,152.372
binder02339_CD20_46-217,91.321
binder02340_CD20_46-217,66.876
binder02341_CD20_46-217,130.417
binder02342_CD20_46-217,159.235
binder02343_CD20_46-217,136.836
binder02344_CD20_46-217,84.718
binder02345_CD20_46-217,133.367
binder02346_CD20_46-217,82.107
binder02347_CD20_46-217,144.522
binder02348_CD20_46-217,68.621
binder02349_CD20_46-217,68.212
binder02350_CD20_46-217,72.999
binder02351_CD20_46-217,65.012
binder02352_CD20_46-217,75.9
binder02353_CD20_46-217,67.103
