model,A_B_ipSAE,A_B_ipSAE_max,A_C_ipSAE,A_C_ipSAE_max,A_B_ipSAE_d0chn,A_B_ipSAE_d0chn_max,A_C_ipSAE_d0chn,A_C_ipSAE_d0chn_max,A_B_ipSAE_d0dom,A_B_ipSAE_d0dom_max,A_C_ipSAE_d0dom,A_C_ipSAE_d0dom_max
binder03798_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03799_CD20_46-217_model_0,0.01407,0.014282,0.0138164999999999,0.013874,0.3122325,0.314671,0.3077265,0.308706,0.112728,0.191401,0.1296285,0.199584
binder03800_CD20_46-217_model_0,0.006297,0.012594,0.005912,0.011824,0.144812,0.289624,0.138336,0.276672,0.006297,0.012594,0.005912,0.011824
binder03801_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03802_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03803_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03804_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03805_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03806_CD20_46-217_model_0,0.1140385,0.198194,0.156141,0.270545,0.376059,0.383108,0.4035109999999999,0.424027,0.295274,0.321926,0.3346595,0.340235
binder03807_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03808_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03809_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03810_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03811_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03812_CD20_46-217_model_0,0.005845,0.01169,0.0056425,0.011285,0.137178,0.274356,0.133656,0.267312,0.005845,0.01169,0.0056425,0.011285
binder03813_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03814_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03815_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03816_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03817_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03818_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03819_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03820_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03821_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03822_CD20_46-217_model_0,0.0120085,0.012871,0.012346,0.013763,0.278856,0.292849,0.2847395,0.308471,0.014953,0.01876,0.012346,0.013763
binder03823_CD20_46-217_model_0,0.111771,0.133597,0.1764784999999999,0.218588,0.3556685,0.361694,0.400672,0.403409,0.2730585,0.310209,0.3512619999999999,0.369685
binder03824_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03825_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03826_CD20_46-217_model_0,0.0131915,0.013657,0.0127455,0.012982,0.2989644999999999,0.306793,0.2918395,0.295998,0.0586685,0.094836,0.0727135,0.111635
binder03827_CD20_46-217_model_0,0.0130745,0.013548,0.013784,0.015087,0.2960515,0.303023,0.30642,0.325154,0.0975565,0.130497,0.067108,0.082338
binder03828_CD20_46-217_model_0,0.0821015,0.145306,0.041232,0.064914,0.3558369999999999,0.372005,0.3566435,0.359329,0.253011,0.286872,0.2175625,0.266092
binder03829_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03830_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03831_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03832_CD20_46-217_model_0,0.0053395,0.010679,0.0,0.0,0.128267,0.256534,0.0,0.0,0.0053395,0.010679,0.0,0.0
binder03833_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03834_CD20_46-217_model_0,0.0116405,0.011731,0.005914,0.011828,0.2734514999999999,0.275074,0.138366,0.276732,0.0116405,0.011731,0.005914,0.011828
binder03835_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03836_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03837_CD20_46-217_model_0,0.012889,0.013269,0.012903,0.012955,0.293448,0.299053,0.293771,0.294596,0.109182,0.163833,0.0961815,0.142098
binder03838_CD20_46-217_model_0,0.0068785,0.013757,0.0065985,0.013197,0.1535475,0.307095,0.149732,0.299464,0.0278375,0.055675,0.0065985,0.013197
binder03839_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03840_CD20_46-217_model_0,0.0128605,0.013782,0.012675,0.013015,0.2930135,0.3074,0.290695,0.296081,0.026216,0.03502,0.0155315,0.016084
binder03841_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03842_CD20_46-217_model_0,0.012327,0.013882,0.011837,0.012927,0.2834325,0.308666,0.2759545,0.294146,0.0293475,0.047923,0.026772,0.042797
binder03843_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03844_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03845_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03846_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03847_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03848_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03849_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03850_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03851_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03852_CD20_46-217_model_0,0.0124645,0.012976,0.012538,0.012724,0.2872445,0.295692,0.288675,0.291752,0.08134,0.150727,0.0446705,0.076989
binder03853_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03854_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03855_CD20_46-217_model_0,0.0151095,0.015624,0.014719,0.014775,0.325567,0.331985,0.320042,0.321507,0.15702,0.211307,0.160944,0.219294
binder03856_CD20_46-217_model_0,0.0514875,0.082601,0.092938,0.103956,0.334447,0.34504,0.350066,0.369044,0.2359575,0.259899,0.267981,0.295599
binder03857_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03858_CD20_46-217_model_0,0.005918,0.011836,0.006046,0.012092,0.138434,0.276868,0.140614,0.281228,0.005918,0.011836,0.006046,0.012092
binder03859_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03860_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03861_CD20_46-217_model_0,0.0498195,0.080601,0.034204,0.051182,0.368434,0.37855,0.346177,0.354127,0.233793,0.289123,0.2076624999999999,0.265794
binder03862_CD20_46-217_model_0,0.0,0.0,0.0056975,0.011395,0.0,0.0,0.1346215,0.269243,0.0,0.0,0.0056975,0.011395
binder03863_CD20_46-217_model_0,0.0133425,0.013555,0.01278,0.013056,0.3017855,0.305187,0.2921485,0.296159,0.0391115,0.050926,0.062159,0.066149
binder03864_CD20_46-217_model_0,0.014054,0.014747,0.012895,0.013054,0.3128585,0.323609,0.2940515,0.296133,0.062529,0.067669,0.047144,0.069783
binder03865_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03866_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03867_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03868_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03869_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03870_CD20_46-217_model_0,0.017028,0.021705,0.0132815,0.014566,0.2985204999999999,0.31159,0.298925,0.318643,0.1348639999999999,0.135909,0.0815065,0.125031
binder03871_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03872_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03873_CD20_46-217_model_0,0.0121615,0.012233,0.0125445,0.012873,0.28191,0.28295,0.2882825,0.293857,0.016811,0.021389,0.095098,0.138695
binder03874_CD20_46-217_model_0,0.0055885,0.011177,0.0,0.0,0.1327055,0.265411,0.0,0.0,0.0055885,0.011177,0.0,0.0
binder03875_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03876_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03877_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03878_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03879_CD20_46-217_model_0,0.0060605,0.012121,0.0054005,0.010801,0.140856,0.281712,0.129364,0.258728,0.0060605,0.012121,0.0054005,0.010801
binder03880_CD20_46-217_model_0,0.0,0.0,0.00546,0.01092,0.0,0.0,0.130425,0.26085,0.0,0.0,0.00546,0.01092
binder03881_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03882_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03883_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03884_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03885_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03886_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03887_CD20_46-217_model_0,0.0059055,0.011811,0.005568,0.011136,0.138219,0.276438,0.132331,0.264662,0.0059055,0.011811,0.005568,0.011136
binder03888_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03889_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03890_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03891_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03892_CD20_46-217_model_0,0.012506,0.012546,0.016464,0.019715,0.287739,0.288212,0.2909319999999999,0.29912,0.073398,0.12656,0.1238115,0.175211
binder03893_CD20_46-217_model_0,0.012701,0.013805,0.01274,0.013913,0.290903,0.30913,0.291531,0.310824,0.08388,0.156163,0.0609884999999999,0.11041
binder03894_CD20_46-217_model_0,0.0,0.0,0.005462,0.010924,0.0,0.0,0.130467,0.260934,0.0,0.0,0.005462,0.010924
binder03895_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03896_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03897_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03898_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03899_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03900_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03901_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03902_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03903_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03904_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03905_CD20_46-217_model_0,0.006006,0.012012,0.0,0.0,0.1399335,0.279867,0.0,0.0,0.006006,0.012012,0.0,0.0
binder03906_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03907_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03908_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03909_CD20_46-217_model_0,0.0124795,0.012925,0.0119885,0.01213,0.287239,0.294565,0.279233,0.281633,0.018986,0.025047,0.0287989999999999,0.045751
binder03910_CD20_46-217_model_0,0.0916889999999999,0.16238,0.045319,0.072288,0.37806,0.401613,0.3658475,0.372186,0.2764775,0.313467,0.2330375,0.283058
binder03911_CD20_46-217_model_0,0.039472,0.063073,0.0206944999999999,0.026003,0.335453,0.338417,0.33454,0.337744,0.20217,0.2459,0.1809425,0.229297
binder03912_CD20_46-217_model_0,0.0139735,0.015233,0.01379,0.014151,0.3105059999999999,0.330406,0.3087999999999999,0.314525,0.1084904999999999,0.163482,0.064867,0.11345
binder03913_CD20_46-217_model_0,0.0139365,0.014955,0.01235,0.013428,0.3108425,0.326737,0.284575,0.302056,0.046304,0.053758,0.0386495,0.066027
binder03914_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03915_CD20_46-217_model_0,0.0061515,0.012303,0.0056715,0.011343,0.1423585,0.284717,0.13417,0.26834,0.0061515,0.012303,0.0056715,0.011343
binder03916_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03917_CD20_46-217_model_0,0.0055435,0.011087,0.0,0.0,0.131913,0.263826,0.0,0.0,0.0055435,0.011087,0.0,0.0
binder03918_CD20_46-217_model_0,0.0054365,0.010873,0.0055665,0.011133,0.1300115,0.260023,0.1323105,0.264621,0.0054365,0.010873,0.0055665,0.011133
binder03919_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03920_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03921_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03922_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03923_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03924_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03925_CD20_46-217_model_0,0.0128235,0.013128,0.0122405,0.012745,0.2927865,0.297395,0.2832175,0.291374,0.095239,0.109516,0.027724,0.038331
binder03926_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03927_CD20_46-217_model_0,0.006022,0.012044,0.0,0.0,0.140201,0.280402,0.0,0.0,0.006022,0.012044,0.0,0.0
binder03928_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03929_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03930_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03931_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03932_CD20_46-217_model_0,0.0059835,0.011967,0.006608,0.013216,0.139401,0.278802,0.149886,0.299772,0.0059835,0.011967,0.006608,0.013216
binder03933_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03934_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03935_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03936_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03937_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03938_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03939_CD20_46-217_model_0,0.1004855,0.124661,0.058643,0.071494,0.324257,0.325282,0.3135625,0.317817,0.258484,0.290136,0.2153495,0.273909
binder03940_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03941_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03942_CD20_46-217_model_0,0.019407,0.025432,0.014651,0.014748,0.3099545,0.317992,0.320624,0.323189,0.140599,0.172002,0.1071165,0.151324
binder03943_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03944_CD20_46-217_model_0,0.0122235,0.013215,0.006152,0.012304,0.28262,0.298861,0.1421335,0.284267,0.0472325,0.083233,0.034741,0.069482
binder03945_CD20_46-217_model_0,0.012979,0.013444,0.012372,0.012882,0.295411,0.302516,0.285236,0.293153,0.035315,0.048497,0.031117,0.050372
binder03946_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03947_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03948_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03949_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03950_CD20_46-217_model_0,0.006028,0.012056,0.0,0.0,0.1401115,0.280223,0.0,0.0,0.0227385,0.045477,0.0,0.0
binder03951_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03952_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03953_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03954_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03955_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03956_CD20_46-217_model_0,0.0,0.0,0.0054905,0.010981,0.0,0.0,0.130972,0.261944,0.0,0.0,0.0054905,0.010981
binder03957_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03958_CD20_46-217_model_0,0.02143,0.030466,0.0130495,0.013691,0.2988545,0.312257,0.2963694999999999,0.306509,0.128837,0.137557,0.042714,0.07302
binder03959_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03960_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03961_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03962_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03963_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03964_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03965_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03966_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03967_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03968_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03969_CD20_46-217_model_0,0.015439,0.016534,0.0644085,0.11413,0.3308425,0.34478,0.332342,0.344275,0.149699,0.195407,0.20799,0.23124
binder03970_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03971_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03972_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03973_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03974_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03975_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03976_CD20_46-217_model_0,0.0494845,0.083315,0.028665,0.041672,0.3411674999999999,0.346589,0.3382695,0.340913,0.2075285,0.236373,0.1864535,0.22384
binder03977_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03978_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03979_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03980_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03981_CD20_46-217_model_0,0.0057555,0.011511,0.0059365,0.011873,0.135567,0.271134,0.1387485,0.277497,0.0057555,0.011511,0.0059365,0.011873
binder03982_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03983_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03984_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03985_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03986_CD20_46-217_model_0,0.064946,0.109615,0.0129085,0.013982,0.3636195,0.394862,0.293785,0.310933,0.2240134999999999,0.281823,0.096367,0.180899
binder03987_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03988_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03989_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03990_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03991_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03992_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03993_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03994_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder03995_CD20_46-217_model_0,0.0059305,0.011861,0.0,0.0,0.177217,0.354434,0.0,0.0,0.0059305,0.011861,0.0,0.0
binder03996_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
